Condition;area (px^2);short axis length (px);orientation
A03;1615;31.38584538;26.88623669
A03;1330;39.9045727;-17.87024979
A03;1842;41.15978396;56.60905977
A03;1632;48.59100138;-89.33085318
A03;1434;32.47844818;-65.2651814
A03;1644;34.42274847;-57.69647024
A03;1842;34.60683683;5.940780395
A03;1513;40.05699846;64.38265524
A03;1655;43.89494437;-38.32683126
A03;2047;44.44954338;34.75658014
A03;1278;32.17843535;2.36903954
A03;1645;39.16306683;-76.58107386
A03;1366;32.08120504;-43.81526816
A03;1906;45.06332457;-31.50163856
A03;1313;30.8812178;40.8102862
A03;1234;35.63130271;12.26537262
A03;1009;34.96393273;10.99774858
A03;1353;35.49092108;71.82010502
A03;1441;37.50550019;17.18103812
A03;1359;39.03495411;0.826750136
A03;1186;32.37431081;8.872859308
A03;1946;43.73183723;-86.90223309
A03;2962;57.5790206;72.93473758
A03;1971;40.40637585;-30.40043921
A03;1886;43.95414941;36.03745654
A03;1187;32.3398831;-9.881339395
A03;1434;35.42303714;-86.09665827
A03;1315;38.00233468;-59.24920959
A03;1604;33.21098668;-10.07642187
A03;1187;31.84314154;75.62597069
A03;1996;39.6420236;3.620319343
A03;1181;27.97219783;-75.13465251
A03;949;29.88341324;69.24629223
A03;1967;37.91570256;-21.74734274
A03;3643;52.60893273;-46.47181509
A03;1887;40.21269248;-80.18837581
A03;1429;35.76869396;-6.253957035
A03;1889;42.04899364;-75.08764282
A03;1822;36.61398673;-57.57228389
A03;1300;28.27284734;-44.43080942
A03;1836;37.54864709;-36.42016744
A03;936;31.19922135;-45.88534258
A03;2214;41.64364335;38.22038401
A03;1687;38.67067337;-13.55750544
A03;1548;42.71689911;-6.355938975
A03;1413;33.10281494;62.43521809
A03;1703;38.69079351;8.008856307
A03;1266;35.69724794;-3.419264767
A03;1590;33.39233055;17.35638587
A03;1718;37.32793412;50.69578556
A03;3679;61.08529407;-48.13746041
A03;1480;34.23628576;11.16116822
A03;1732;36.99410379;-70.38098511
A03;1645;40.54342205;87.63309059
A03;1630;42.65083234;-4.128765303
A03;1329;38.26859448;-3.797317945
A03;1475;35.35737531;-39.39784083
A03;1615;36.55913106;71.46675023
A03;1710;32.45315414;-65.63097944
A03;2201;44.28175406;-2.490514953
A03;2500;44.77833877;-25.83514882
A03;1684;39.72560504;35.02614023
A03;1271;35.69578945;-25.38448049
A03;1453;38.93651386;53.55288771
A03;2302;51.381987;62.10844409
A03;1393;38.67291752;-88.9097859
A03;1633;40.91776843;57.490887
A03;1943;44.96245146;-4.645149939
A03;2373;43.59149695;-52.73637923
A03;1802;38.88961292;75.42031781
A03;1317;33.3754084;50.26172145
A03;1415;33.54076429;38.11952221
A03;1667;35.50914031;-75.93330486
A03;1852;35.45645905;-33.38535929
A03;1651;32.37935315;-78.74672835
A03;1890;37.14528883;-10.02005955
A03;1452;38.43892278;57.316651
A03;1933;38.79352851;11.58516698
A03;1332;32.11799817;77.98929596
A03;2884;56.16340065;44.12564979
A03;2031;40.9957049;32.0688124
A03;1408;30.69433087;38.39319372
A03;1893;43.22695186;-8.799766303
A03;3388;61.94239158;-58.77388877
A03;1669;35.23330769;51.51381707
A03;1784;40.51964675;61.58049998
A03;1167;32.62739069;20.30466479
A03;2023;47.40008683;-21.93645339
A03;1552;31.49204804;8.272644236
A03;1788;41.47668515;-52.04404787
A03;1596;32.49643277;-48.08927066
A03;1214;37.5379095;-21.29127841
A03;1982;41.08584048;-38.12732317
A03;997;28.21614046;-87.83109732
A03;1334;37.26698366;77.71975805
A03;1257;35.7507122;-54.92348334
A03;1462;42.06337514;-53.1645248
A03;1306;32.98279375;-64.88522749
A03;1836;40.2707795;75.46951358
A03;1884;42.88954713;-53.37312554
A03;1851;39.41694353;43.00125854
A03;1503;39.01620199;-65.54067411
A03;1531;31.46689737;69.2710052
A03;1686;36.79780246;86.60208582
A03;1217;30.35450427;57.4719223
A03;1389;37.98369317;-66.63598164
A03;1402;36.4932519;77.34165038
A03;2252;45.84285415;37.3999776
A03;1883;37.15511074;-68.7152494
A03;1840;42.18777573;37.82416978
A03;1589;33.60695445;-3.647610225
A03;1568;32.79222126;-83.75436252
A03;1787;39.12598397;9.59682054
A03;1229;36.17708814;-76.46837899
A03;1833;31.42259923;72.60226357
A03;1424;35.21527647;-18.70788029
A03;2337;42.10279798;-68.66739832
A03;1551;37.10808815;-46.58884568
A03;2343;43.02320822;-6.155430966
A03;1357;33.23442559;-39.96479442
A03;1881;39.62780379;-58.28109744
A03;1981;38.83510955;-74.3046741
A03;2784;51.56233121;-35.85905283
A03;1451;33.16706757;62.65895649
A03;1745;34.5924457;62.20420451
A03;1274;34.84123123;-16.45175928
A03;1501;34.56701496;57.22634024
A03;1696;38.35685703;-18.82117342
A03;1278;32.30675418;60.35848002
A03;1721;43.1014554;-21.10741263
A03;2912;49.07970435;5.77028261
A03;1859;38.36393131;63.81438041
A03;2607;46.58170151;-59.38081559
A03;2324;42.13423022;-80.92880751
A03;1335;36.48404005;77.68760946
A03;1502;41.59720963;19.69867124
A03;1644;37.71740505;-21.35907036
A03;1263;28.52741372;10.82575129
A03;1458;35.40577372;-46.49392044
A03;1771;40.39077752;-36.53317849
A03;1819;33.984387;1.082207077
A03;1479;37.26345484;-74.17472956
A03;1635;33.39254579;12.2344817
A03;2101;44.66860407;-28.23726806
A03;1405;38.39294253;-89.00319982
A03;1495;36.13899953;69.95303299
A03;1779;38.6857345;72.12060882
A03;1640;39.49465055;-9.840393502
A03;1921;39.7913155;-47.12599404
A03;1748;37.49443515;70.3567251
A03;1611;40.93837236;-6.492372698
A03;1883;40.41642845;85.42233105
A03;2170;41.54750965;-73.24156413
A03;1512;32.78459187;-73.85214206
A03;2163;44.02512758;-87.92686536
A03;1507;31.37846897;-36.63506244
A03;1720;33.6061974;60.02576694
A03;1729;39.29777791;-69.36327552
A03;1784;37.2802184;70.88623606
A03;1407;31.06791322;-81.5927634
A03;1964;41.93568634;-85.19201149
A03;1975;39.60066672;11.46411171
A03;1282;30.70410575;-7.578414619
A03;1344;38.8470991;-74.44358701
A03;1889;45.57966585;-77.75338455
A03;1905;40.24892853;-70.23101324
A03;1712;39.85426233;22.55161889
A03;1802;36.51362501;-85.01589615
A03;1479;38.13247863;-14.15487665
A03;1718;36.60825321;-20.99677426
A03;1501;30.6548385;-51.5660126
A03;1524;39.61448371;-22.72162497
A03;1249;32.01002318;-38.06839371
A03;2650;44.07236583;13.68624856
A03;1690;40.65919967;-46.5824315
A03;1370;38.09769034;10.77239059
A03;1848;37.5130227;-0.957330993
A03;1455;42.23301012;38.6132528
A03;1498;39.5641209;-33.97786932
A03;1356;37.65061778;30.21709171
A03;1975;38.4285434;70.40545172
A03;1987;46.30415751;85.53819798
A03;1245;31.00244068;-18.40929338
A03;1365;33.66439654;-88.46583128
A03;1399;37.59624685;43.4714613
A03;1372;30.2438733;-81.91522093
A03;1296;34.75485346;-47.08583914
A03;2439;39.74904044;57.24760994
A03;1537;38.50892039;-77.31271553
A03;1428;34.67390522;65.01313353
A03;979;25.13705569;50.36006868
A03;1806;41.80720435;47.93125437
A03;1345;34.27447897;85.71683865
A03;1856;42.85964636;-8.051607039
A03;1562;35.79470466;-50.00866959
A03;1210;27.62610257;-3.75986631
A03;1472;36.17735669;-42.53676713
A03;1502;38.19790199;25.4511732
A03;1680;32.10614253;-66.78262122
A03;1507;32.20836613;-18.0760207
A03;1696;33.86223042;63.67472704
A03;1314;39.04083425;80.59827059
A03;1575;34.04611988;83.98645329
A03;1740;35.57090144;88.26210996
A03;1840;40.30484159;2.250184454
A03;1130;28.26291734;13.19749561
A03;1464;37.88560818;-46.31123067
A03;1780;37.45700973;-48.11315777
A03;1823;37.8044793;-6.65713485
A03;2094;41.33919427;87.01465473
A03;3183;53.81025928;43.12509837
A03;1506;34.8575389;9.30286346
A03;1337;31.01018216;-12.82408125
A03;1568;36.45342643;-76.20285937
A03;1296;34.76494892;-46.68115581
A03;1158;29.53806157;49.48699459
A03;1305;28.74936196;7.203085254
A03;2751;47.22843788;18.56809256
A03;1368;33.68591684;-86.17131699
A03;2554;49.61850271;-73.93781597
A03;1904;39.52621513;32.65500391
A03;1612;30.09980372;85.35013456
A03;1705;37.55100254;70.7993062
A03;1940;41.65904825;-31.30131525
A03;1893;46.56031894;-24.66069064
A03;1187;35.41314249;16.83190988
A03;923;28.66427538;30.41774343
A03;1400;37.91853744;-35.62474327
A03;1725;33.37728513;-87.72727648
A03;1519;34.1416229;-33.25739012
A03;1590;38.14851478;-74.35826304
A03;1488;36.927935;-89.34599606
A03;1321;35.14244836;43.2184537
A03;3354;56.74259101;3.834015229
A03;1208;28.75340822;15.82764272
A03;1725;43.21666775;-17.32131128
A03;1852;40.04855213;11.81187971
A03;1807;39.70595556;26.54131978
A03;1511;38.73335808;-29.24925471
A03;1831;35.92798554;-38.07053528
A03;1505;42.40209435;-3.44614203
A03;1754;36.05497618;6.304287715
A03;1839;41.69714933;89.78176348
A03;1513;30.53238765;83.34114108
A03;1672;39.96012024;70.63574656
A03;1471;40.38142624;78.08887934
A03;2287;40.1945548;86.52510105
A03;2183;47.1939893;45.34708346
A03;1152;33.61729817;-64.75616196
A03;1168;33.85700351;-3.412880278
A03;1942;38.79361797;-2.490789333
A03;1562;35.43447824;24.92806857
A03;1111;34.45971837;83.0176549
A03;1960;45.84067996;-74.68934846
A03;1107;33.58619732;-67.35260736
A03;1604;35.42542044;-43.61567322
A03;1318;39.0877791;89.81652723
A03;1517;38.96621687;51.73697778
A03;1371;36.63227153;-89.32695297
A03;1565;34.80127612;84.90563405
A03;1321;33.73617973;-36.01529031
A03;1523;33.69266697;-54.04454989
A03;1720;34.99656291;50.56932396
A03;1415;33.12690711;54.83629342
A03;1558;31.94981593;-59.55312376
A03;1718;36.34463228;-89.87198896
A03;1761;39.14720957;7.880861311
A03;1208;31.70113517;31.2897385
A03;2753;44.8057315;80.88058352
A03;1289;30.41553073;15.67779085
A03;1726;39.10011299;-75.75697053
A03;1385;40.1709207;-40.48357737
A03;3101;45.78659373;78.0209039
A03;1165;36.17769242;67.97117289
A03;1637;29.90328315;88.41436811
A03;1294;37.20803088;-6.85820614
A03;1988;36.16836488;-35.76335331
A03;947;25.46098849;81.6828136
A03;2816;57.35251408;-2.584989636
A03;1191;33.26415821;-76.7144486
A03;1970;47.24447192;83.61318796
A03;2618;45.7689839;-23.05233642
A03;1556;37.94605745;45.36094537
A03;1668;34.22049728;-24.82385782
A03;2826;51.49134098;-84.51348144
A03;1475;37.09062975;-41.84744177
A03;3434;61.11591993;-79.93580461
A03;1365;37.34437983;57.39857662
A03;2071;42.2858937;66.09163975
A03;1566;40.58422155;4.610793017
A03;2252;47.3132254;-15.04641231
A03;1876;44.97032703;68.55406581
A03;1516;40.75649877;-12.47483309
A03;1641;41.84287346;-61.4652289
A03;1590;37.05892855;-16.9735971
A03;2417;44.27092067;-84.34186071
A03;1296;34.0294266;50.90732633
A03;1529;35.63235095;64.7277598
A03;1987;38.81201832;42.40937705
A03;1723;34.26391333;-7.70767576
A03;1259;34.0315914;41.10994539
A03;1763;41.75463987;-60.34566517
A03;1920;42.53726798;-54.0003613
A03;1907;44.68355274;-45.2589759
A03;1870;42.48134865;18.96624912
A03;1413;32.99349095;9.679457189
A03;3135;44.95944952;-65.82389485
A03;1869;37.22493387;67.80542207
A03;1076;33.82957595;62.36179923
A03;1915;37.75209097;24.38714783
A03;1391;32.38595169;-17.28491638
A03;1777;41.12923539;70.1902641
A03;1703;37.85345965;69.63435731
A03;1831;39.49516595;-6.454778486
A03;2327;45.69092363;33.71528856
A03;1791;38.86229885;-84.32361251
A03;1897;36.66672709;-64.94446114
A03;1842;37.61770824;-62.55162785
A03;2243;46.21919337;-52.79560729
A03;1320;34.91444147;10.23292747
A03;2031;36.464881;-62.38562944
A03;3334;53.90887454;78.92718451
A03;1876;38.53410325;-75.34004549
A03;2004;46.70429824;76.31089616
A03;1563;36.09174739;-82.77719475
A03;1855;36.09026681;-24.08693242
A03;2987;55.52052387;64.22494218
A03;1314;32.63913521;66.16742644
A03;1803;34.72272482;-70.83042309
A03;1651;37.09417418;-60.29525094
A03;1510;31.97665479;26.64551991
A03;1741;34.28575596;9.669310463
A03;2424;50.50491647;28.24062999
A03;1537;35.80435822;14.41427316
A03;1665;40.6553125;8.410009468
A03;1280;40.23777277;72.30268837
A03;1577;36.22864828;30.27422479
A03;1721;40.59874491;57.87172849
A03;1837;40.07306492;-71.06295092
A03;1701;35.35151033;-60.12005065
A03;1398;29.75775352;-16.56632119
A03;2030;42.53104855;80.66764131
A03;1370;38.14886383;-29.46190843
A03;1333;33.85535421;-40.72475126
A03;2213;44.34558337;-70.10789189
A03;1623;36.75620176;0.309583835
A03;1689;37.65827766;-38.63478462
A03;1577;33.03144082;-36.49115502
A03;1834;44.45320539;-73.66351609
A03;1420;33.14811876;58.34682199
A03;1521;33.939815;54.07023812
A03;2066;43.09492832;-21.38720161
A03;1346;34.0099133;1.340355209
A03;1960;39.46537641;-8.226343613
A03;1712;38.82677395;-64.11000571
A03;1339;36.50059031;62.70093547
A03;1238;33.9820469;-25.71978626
A03;1371;36.70433611;41.59352674
A03;1469;34.69562839;-62.12973967
A03;1602;34.24692756;-9.681687851
A03;1991;39.82570316;-27.09336928
A03;1997;46.5546893;83.51305469
A03;2781;44.34466405;45.11906874
A03;2389;44.89146839;6.313614544
A03;1262;35.15064007;27.22744852
A03;1730;41.38479306;71.30107692
A03;1636;39.26559231;-67.71576155
A03;1412;28.44762041;89.2014552
A03;1409;34.77255998;-62.53267888
A03;1538;40.65997562;48.67034792
A03;4476;63.84209063;-25.16689566
A03;1617;35.98896782;4.522080215
A03;1646;37.46246534;5.173996192
A03;1506;36.84917489;-62.56696058
A03;1251;31.45629427;80.60339211
A03;1659;35.83457354;82.07755709
A03;2432;46.67303799;42.62834817
A03;1615;31.70227826;86.39527151
A03;1408;41.10177451;-59.0462244
A03;1313;31.97538081;29.82920249
A03;1463;32.30433906;-82.15161417
A03;1259;33.61037179;23.24798892
A03;2950;45.17961457;60.98326626
A03;1518;39.33123202;69.69304559
A03;1858;42.38085679;39.30200023
A03;1837;39.15466912;35.70862346
A03;2179;42.22984615;50.014848
A03;1384;32.99976256;-75.49372026
A03;1763;44.1115801;72.82794531
A03;1334;33.59860565;2.723780352
A03;1553;36.68767431;44.12836919
A03;1292;38.03904858;-6.65866976
A03;1676;31.41211676;-18.2244591
A03;2117;42.64277212;59.36734769
A03;1524;32.81398659;-16.68545079
A03;2207;47.53226461;76.70341729
A03;1712;41.6188798;-44.14305756
A03;1695;36.87882324;72.02281685
A03;1753;36.87632392;-44.65588886
A03;1825;38.10905614;5.560156544
A03;1382;39.40677972;85.06834348
A03;1644;33.50892686;47.13269966
A03;1786;39.09443476;46.33805529
A03;1877;38.06298753;-86.11890379
A03;1373;31.77669512;12.30294168
A03;1869;38.91503993;-3.936137561
A03;1515;35.62096353;60.40491048
A03;2049;41.16737003;56.51468574
A03;1793;39.85885787;50.07592054
A03;1721;39.11830417;8.677182776
A03;1907;39.29406865;36.63429072
A03;1444;39.97675571;28.62416815
A03;1905;41.4966709;22.08552625
A03;1670;34.40410551;-19.82000332
A03;1550;42.05824581;4.845316279
A03;1683;39.74472387;59.1864543
A03;1539;33.80610166;67.60029277
A03;1820;35.60358961;36.02700233
A03;1276;34.2590329;4.950312522
A03;1955;45.05148971;60.50353096
A03;1336;38.31717529;-69.8721217
A03;2110;45.63170049;35.36178372
A03;2015;40.74450426;-14.64481097
A16;2193;44.50551109;-6.579638368
A16;2065;37.84506053;-75.80119448
A16;2591;43.05746922;80.87757847
A16;1659;33.23719166;-5.147840983
A16;3192;50.98941429;-19.85374021
A16;2159;40.54816308;57.09072302
A16;3889;59.17816842;-84.68071124
A16;2834;45.76031683;-4.013176318
A16;1624;35.97490652;-89.30228452
A16;1664;38.85220976;88.05028927
A16;1794;31.16719723;-54.4228623
A16;1995;31.81463701;-63.20007151
A16;1612;37.07326823;67.9565457
A16;1759;35.59481599;15.9357038
A16;2146;42.84228963;-58.02334206
A16;1339;28.88514241;44.86471736
A16;1751;37.81696654;-33.69412248
A16;2007;38.52244319;88.54738531
A16;3147;49.51578192;-63.35828452
A16;2130;40.66462439;-71.25615507
A16;1899;42.61493552;73.22182073
A16;1957;34.6121932;1.537788488
A16;1414;21.86861699;-35.02638131
A16;2656;44.95494717;68.64097743
A16;1835;33.2634775;45.27190242
A16;1966;36.61399966;77.70398707
A16;1881;33.31078912;6.735401362
A16;1873;35.3974322;51.88113748
A16;1971;39.073546;68.93755681
A16;1907;42.375546;-48.51267256
A16;1714;36.53667288;77.05418412
A16;1768;36.52872849;-3.157080047
A16;1844;35.66338836;-44.42722212
A16;1826;29.66999069;-84.37015886
A16;2074;37.91474449;71.44627126
A16;1591;29.7986939;-76.51322418
A16;2102;42.27835082;49.56608604
A16;2125;36.22800276;0.148068261
A16;2073;37.00729735;61.76765018
A16;2108;32.41853431;65.47744695
A16;1911;37.0213185;-13.36198262
A16;2112;38.24133704;-22.78979415
A16;1938;38.4325366;-68.90891035
A16;1579;27.64591166;-79.57913274
A16;2053;35.06752082;38.43653301
A16;1605;38.26634279;-44.34410851
A16;2081;34.88066498;46.5463173
A16;2001;41.09735281;6.684578715
A16;1682;36.13741921;-56.76504634
A16;3215;47.73908185;-9.272274897
A16;2137;49.3163234;47.51914967
A16;2182;35.08285665;-2.945601309
A16;3598;52.08712138;-8.021910844
A16;1735;35.02430687;-83.08780731
A16;2198;50.02398871;-29.69384489
A16;1527;30.7589339;32.79306071
A16;2901;49.67950681;-82.9778728
A16;2063;38.86515438;-71.15003143
A16;2497;42.99204939;26.85795806
A16;3350;45.72174604;-78.72958304
A16;1905;33.94606349;24.31810673
A16;2225;38.80392228;-56.65331935
A16;2274;35.90442605;52.89566001
A16;1896;32.47120568;45.26968557
A16;1669;36.38451421;41.1526289
A16;1967;39.00469278;-51.00504618
A16;2792;40.38429367;78.6054218
A16;1542;28.02834707;-34.22672969
A16;2779;42.60875439;6.004088329
A16;1628;33.76524167;-56.6645556
A16;2211;40.05152042;-28.41787622
A16;2214;35.20954293;-22.67449391
A16;1097;23.47941569;-0.990151753
A16;1524;31.7695824;-43.18956194
A16;1058;29.9824063;35.09514891
A16;1853;39.17667584;-22.39090852
A16;1646;33.15116859;-25.69621344
A16;2027;38.34433132;-60.81790432
A16;1467;28.06472494;-83.84818861
A16;1584;37.62352211;-68.46665108
A16;1607;37.12662548;52.08212958
A16;2013;38.43052032;3.820193839
A16;2116;38.44683003;75.84420942
A16;1797;35.46285108;2.720574673
A16;2275;33.73952225;-71.21459031
A16;1573;33.73938773;-53.28748596
A16;3242;48.69481152;-49.68427373
A16;2143;38.62714512;25.53254965
A16;1898;43.36353693;75.59869631
A16;2022;37.78713403;-5.075167472
A16;1619;31.78308252;-61.4304629
A16;2406;43.33584616;32.37735579
A16;4556;61.06553929;-89.62402037
A16;1449;33.18479403;21.49556351
A16;2379;37.10222491;33.94351585
A16;2740;44.93416163;38.27181281
A16;2255;45.56376542;65.66648645
A16;1489;33.40062803;-45.1669877
A16;1687;29.27939496;-79.51396115
A16;1985;38.15107149;-70.57287965
A16;1509;28.83208045;-20.62862246
A16;1677;30.66645267;-20.81539187
A16;2356;50.51828654;-88.50506005
A16;1825;38.13907321;86.42293274
A16;1618;33.97897538;-22.80728871
A16;2434;47.35335358;-9.239457019
A16;1971;33.52049277;-49.51939184
A16;1562;35.28689672;-8.200242304
A16;2289;36.42576453;65.79897816
A16;2143;37.12500805;-23.96100824
A16;1786;35.70476152;9.924666155
A16;2300;40.83296748;-24.16107501
A16;1432;34.38848912;-16.08519372
A16;2328;37.68153133;-21.28510995
A16;2149;38.78268267;44.4116247
A16;1485;34.81087224;3.117908387
A16;1389;26.22663101;32.11142649
A16;1951;41.81148113;-54.79722304
A16;1964;38.84029942;-49.83181892
A16;1888;33.93978806;4.329912959
A16;2027;41.5638097;19.25835017
A16;1574;33.79926322;-16.60423023
A16;1365;31.69019826;33.50577649
A16;2384;43.54761447;-5.088739411
A16;2166;41.73436361;41.75514809
A16;2008;32.1129274;-70.45511809
A16;2207;39.16010191;-32.93319211
A16;2051;38.73924696;-24.74574076
A16;1853;33.9566267;-77.22885989
A16;2304;45.67532705;-48.99105047
A16;1918;40.65805466;82.99111862
A16;2573;46.27909625;17.94882406
A16;1876;37.87881095;37.94437672
A16;2248;37.37144657;-50.84812748
A16;2333;38.40938117;78.81226449
A16;2001;33.54181136;-48.47735758
A16;1457;38.39943933;17.56452968
A16;1424;26.04896527;-76.18647748
A16;1850;34.92568479;-67.24309249
A16;2150;40.06680042;72.4371565
A16;2292;40.37322786;62.66335164
A16;2047;35.68294911;72.1905372
A16;2304;42.86153508;69.2728453
A16;2082;42.54645492;40.98593096
A16;1889;37.59353891;18.19325009
A16;1928;37.96797972;7.143960302
A16;3753;57.05890643;-16.49189205
A16;1917;39.85654654;18.16555915
A16;1873;39.56824013;-10.14604737
A16;1959;39.70664104;-47.94566958
A16;3033;49.26074511;-10.02749987
A16;2410;43.75210679;36.2233098
A16;1886;40.39823888;-33.97807874
A16;1808;33.34421091;47.65219795
A16;1732;33.57386161;-77.07499356
A16;1375;24.02842197;61.61880783
A16;2124;42.21486855;2.822885238
A16;1994;43.36016028;84.73897805
A16;2427;43.24281601;-37.53883553
A16;1583;33.51947277;85.96259749
A16;3505;54.15503944;-1.622189194
A16;2264;38.11434577;-70.26612879
A16;1910;37.57029741;29.28461311
A16;1786;35.65984239;11.67977129
A16;1588;30.80371767;-78.59261629
A16;2076;39.37248705;-34.63115294
A16;1508;29.14668273;-6.123725455
A16;1872;41.67821265;-9.269802929
A16;3532;50.25826719;21.5955419
A16;1637;31.40050727;-87.51140266
A16;1974;41.08378409;-88.68214804
A16;2340;42.46839791;-44.65616913
A16;1498;30.03843037;42.13566412
A16;1677;34.24046808;-44.59244467
A16;2020;35.26546929;5.634989913
A16;2281;34.61528195;-28.11948976
A16;2386;47.86009985;-74.00019846
A16;2173;42.70068475;68.51043532
A16;3005;55.20589325;65.99722951
A16;1984;33.85444692;-68.82967366
A16;1708;34.96389527;-72.88370126
A16;1933;36.44991408;11.35487804
A16;1590;29.32247653;-41.45859886
A16;1715;33.54616799;-55.44332829
A16;1860;35.06691244;-36.32250636
A16;2344;35.68559978;-45.16264058
A16;1826;37.41593088;-46.14931867
A16;2431;39.93903967;42.84919742
A16;2522;41.12895018;-20.2245206
A16;1726;31.5872368;80.86364821
A16;1548;31.27418806;34.32590028
A16;2076;40.84426912;7.479975533
A16;2068;43.22156847;-63.89047597
A16;2101;35.52414991;-6.624580371
A16;1938;35.3164209;-1.020300264
A16;2281;42.51285759;-34.32814578
A16;1485;38.17893876;-33.67033327
A16;1935;35.02139531;77.21779756
A16;3444;48.91381296;-52.1568784
A16;2213;42.88812136;-40.6374587
A16;1688;36.23950496;57.24553718
A16;1759;37.22980383;-27.38147116
A16;2166;34.17267151;-9.566216543
A16;1499;27.86263115;75.99862059
A16;2549;43.31417512;15.65920088
A16;733;23.53612992;66.17864815
A16;2141;49.44624482;-67.41904754
A16;1617;34.07774013;-67.10642531
A16;2118;33.7694279;-21.67493123
A16;1970;41.19227873;-46.54532263
A16;2148;42.27722729;-48.60478409
A16;2339;44.29982816;9.888168765
A16;1586;33.54806545;-3.261963234
A16;2051;35.98567011;-35.27263391
A16;1810;33.8731294;64.5452233
A16;1355;36.18035593;-70.70638916
A16;3259;45.23689712;-40.50617143
A16;2269;38.16347142;-84.84410859
A16;2398;41.00614305;-49.98939104
A16;3251;50.26743134;50.67318846
A16;2305;42.06073256;-49.53248163
A16;2001;38.21749676;-85.55165654
A16;2496;46.42224795;-76.71995796
A16;2392;41.77207848;-60.40115799
A16;2003;42.78188634;-77.58121942
A16;1752;34.33575344;15.66663664
A16;2835;52.24160303;62.02569731
A16;2168;44.0303293;88.4269315
A16;1563;33.05046928;-38.56893818
A16;1704;37.49585038;0.786735476
A16;1506;29.43021687;30.16783759
A16;1657;35.15010263;8.183527779
A16;1903;34.25098316;76.5063234
A16;1567;32.51862704;70.99698121
A16;1572;36.70836883;-37.99127966
A16;1766;35.71214708;-57.99527785
A16;1975;37.59839931;2.586634945
A16;1878;32.56984776;61.49004285
A16;1529;33.89078186;12.72816314
A16;2066;43.13970105;-70.24851374
A16;1845;37.39118523;46.64442634
A16;3986;63.87386052;59.00087834
A16;3205;49.5035547;-57.50492223
A16;2489;40.50710086;-28.53729923
A16;2509;43.22087435;-59.76859676
A16;1811;31.54475746;-17.9485365
A16;1939;40.78102418;27.43388652
A16;2413;42.50998729;73.61976756
A16;2806;50.85738909;54.67874773
A16;1680;36.10334316;4.568968241
A16;2524;38.85514748;-84.62135301
A16;1676;30.42672856;-76.30363201
A16;2002;38.58960165;-8.76908669
A16;3337;49.87150073;10.7196503
A16;3513;51.42148271;-4.097387507
A16;2154;40.85794921;-59.88511443
A16;1484;33.60749804;8.849486162
A16;2018;41.44605561;49.19602414
A16;1887;32.76646538;8.070554302
A16;2016;37.54059574;-18.08793159
A16;1666;41.0733616;14.45307706
A16;1965;36.35177454;-55.06818565
A16;1576;32.20560415;57.55878717
A16;2848;44.38833907;-47.0329714
A16;1539;32.80991713;37.36940961
A16;1862;37.64431564;-69.79449777
A16;1422;20.60574011;-7.286701525
A16;1913;37.01241612;39.77281309
A16;2195;41.03403097;-52.90451574
A16;1523;28.19762061;66.31394011
A16;2992;47.30681304;41.62481728
A16;2445;37.69211627;-83.89107797
A16;1839;32.81975212;70.5881898
A16;2244;37.52547256;35.73260455
A16;2631;45.01673097;-18.83164104
A16;2466;37.56482806;-14.382891
A16;2419;37.56767582;-10.29535377
A16;1248;27.24089583;-55.62460549
A16;1941;37.83915396;67.81974983
A16;2294;41.84514522;8.013210645
A16;2267;38.80262234;51.79074143
A16;1680;42.06133782;-19.27102631
A16;2635;43.29538641;-85.84589991
A16;2174;33.86704242;-23.45534509
A16;1494;35.26360821;76.60684036
A16;2260;42.12757736;-80.98160852
A16;1803;35.52484462;-74.15949268
A16;1608;34.33871076;37.84889684
A16;2216;39.02339716;-85.69597854
A16;2257;41.79010089;5.540851799
A16;1786;35.78941482;-11.9177747
A16;1652;36.63451705;56.71032979
A16;1729;35.84778335;-34.69512728
A16;2008;41.00860087;9.041901413
A16;2049;43.37448252;8.500348377
A16;1882;36.05164807;-31.30972535
A16;1537;34.19401059;69.75699534
A16;1693;34.50633035;32.59414778
A16;1668;33.21764658;88.23127898
A16;1588;36.21373914;-10.87103657
A16;1878;35.80433831;61.79601422
A16;1987;41.03959867;-80.98625045
A16;1681;38.86320851;79.41611074
A16;1889;36.87994782;-54.64512486
A16;1950;34.94018768;16.9784542
A16;2390;48.00311619;82.49220179
A16;2005;41.78738558;54.16790764
A16;1582;31.15266272;-3.890855475
A16;2768;47.56999662;10.76873648
A16;1861;39.46867093;-15.5599355
A16;1690;35.1329517;8.002583323
A16;2974;51.24779191;-81.16369284
A16;1893;35.11617488;-5.050226134
A16;1484;30.99342126;71.50427768
A16;1463;34.65833431;53.85420552
A16;1676;31.17557587;-36.44962709
A16;1771;33.45783314;-20.635355
A16;2937;47.20132476;-77.65735411
A16;1788;35.19648056;-33.67723911
A16;3728;60.14625785;-82.7451926
A16;1627;36.97427229;63.97213219
A16;1536;35.03724243;83.98136901
A16;1573;35.31502718;6.808392873
A16;2418;40.68180925;-78.17304813
A16;1360;28.2836027;41.38305285
A16;3127;51.45258213;-6.857379405
A16;1577;34.9027678;32.28036395
A16;2340;34.67963048;-35.08195157
A16;2382;37.60969629;-89.34009543
A16;1846;34.37758349;41.39158857
A16;2618;46.33251316;-89.16186132
A16;2296;43.31708054;35.38106997
