Condition;area (px^2);short axis length (px);orientation
A16;1928;36.23787858;-76.89660176
A16;1619;32.32795083;89.02404619
A16;2460;41.00090582;-38.07063322
A16;2424;42.65929293;49.69318074
A16;1594;29.30677467;-64.22513551
A16;1863;31.55221793;4.14845394
A16;2306;41.23037024;-24.52636258
A16;1254;29.32596122;-75.75681986
A16;2055;41.03867233;-68.61072511
A16;1532;30.67661042;-80.61313351
A16;1868;30.57992923;-66.31622497
A16;1852;36.63014261;-88.05044875
A16;1626;36.04665907;-19.74637472
A16;1651;34.14410169;20.42261108
A16;2024;37.03965557;-18.26978586
A16;2328;43.54964631;-74.7788942
A16;1852;35.67131775;-69.04155246
A16;2273;38.8209516;33.54291106
A16;1724;33.4670916;81.66301217
A16;1466;25.71766234;-45.23107882
A16;1603;29.54551902;27.30518705
A16;1684;29.28420853;67.44543375
A16;1786;28.27840979;43.07224896
A16;1279;28.14557713;58.26760133
A16;2140;31.62659664;38.48928359
A16;1496;36.92491942;44.85967246
A16;4105;64.00425122;16.42339049
A16;1640;30.4810674;-48.62473992
A16;1713;29.22137153;86.22009361
A16;1654;33.26128953;-73.36906754
A16;2094;40.61662259;75.57281947
A16;2604;43.03427243;66.59184375
A16;2709;52.7116652;-14.78124654
A16;1611;38.23141635;-43.42942244
A16;2352;36.52599718;47.26013961
A16;2950;49.22337551;6.373541198
A16;1745;39.01318903;75.07430681
A16;1857;31.43704392;27.60523326
A16;2759;41.97730873;26.6403226
A16;1374;28.24217959;73.79688211
A16;1240;29.09717753;39.40989618
A16;2128;37.07931705;-41.05187959
A16;1707;36.51289573;13.70918069
A16;1724;31.68352678;48.5580555
A16;1904;34.6052771;88.06815397
A16;1847;30.92831502;-23.92323637
A16;1543;33.0758692;-70.55256522
A16;1796;33.82638039;77.33492105
A16;2144;41.1028736;55.32748543
A16;2893;45.88972396;32.30800446
A16;2542;49.41393499;61.81852262
A16;3074;42.30405193;-15.18588525
A16;1968;36.22677259;8.480437363
A16;1904;37.44534981;49.2636492
A16;1944;39.76851647;36.18577172
A16;1489;32.88752294;83.1410699
A16;1722;35.75129291;-66.12477666
A16;1771;37.76003863;-83.8666452
A16;3277;49.89804813;-33.70697898
A16;1716;29.59873125;77.40114659
A16;1500;27.08238402;20.93429635
A16;1532;35.15932398;7.75212735
A16;2849;44.53310033;40.28225715
A16;2437;45.94632223;-64.02366458
A16;1260;29.39274831;44.18018444
A16;3420;46.0792264;-64.59344629
A16;1693;30.79558471;20.31513044
A16;3206;49.67451505;43.71326005
A16;1677;28.70280705;62.51860095
A16;2460;43.61733632;-35.9880636
A16;2179;34.72295422;77.03135272
A16;1565;35.32615444;78.6558352
A16;1456;33.00631027;-84.68561997
A16;2359;35.53708915;64.61657605
A16;1799;35.05539599;68.75285993
A16;4914;64.43323158;-47.33306903
A16;2431;39.93722289;86.29474166
A16;1847;37.50025512;14.47852687
A16;2165;34.69329143;45.70179239
A16;2040;42.61127914;62.91730089
A16;1973;33.53510747;45.08243562
A16;1601;35.37765584;-87.0470166
A16;1979;39.88312273;66.50644413
A16;2287;39.81227304;34.60128949
A16;1877;38.6073251;17.39098717
A16;1903;37.92953635;-67.35328346
A16;2426;43.63557043;-49.15010716
A16;1515;30.1118853;-78.27511898
A16;2171;37.80999445;-11.57422931
A16;1795;32.37415141;65.30617199
A16;1823;35.30797444;-31.03278751
A16;4030;52.7753521;-70.86948564
A16;1975;41.88260712;-56.83081602
A16;1936;37.15403024;-38.86457717
A16;1924;44.71909309;-77.39535831
A16;2183;41.7077064;-75.30320164
A16;3384;59.39302628;-43.37378472
A16;2798;45.30627868;64.28331475
A16;2000;36.92200902;68.77275901
A16;2582;44.16172483;72.18819993
A16;2506;40.51834362;-11.09695701
A16;1409;25.79759824;-11.93459255
A16;2161;38.72027115;-2.66527061
A16;1406;31.88940407;-26.29323134
A16;2623;41.83533116;14.88784727
A16;1951;35.30109373;23.47651209
A16;1991;34.61408422;-37.08460794
A16;2409;44.26299204;-4.165904068
A16;3758;53.53743169;21.02375827
A16;2581;43.30506016;32.69997907
A16;2048;36.44478623;82.71442891
A16;3018;39.06414268;-0.335327516
A16;1608;33.43687385;-15.41372276
A16;2233;40.23107915;63.73610064
A16;3157;48.60934771;-85.27102324
A16;2221;35.08049403;-73.00249671
A16;2254;40.70873686;31.13324477
A16;2003;35.00050843;52.62136642
A16;2000;34.51952364;-40.84884372
A16;1797;37.92115939;40.13792293
A16;1353;29.12119769;-12.35915545
A16;1852;39.53458354;34.24552236
A16;1312;31.32319446;11.49090612
A16;2100;35.64033086;-6.389442056
A16;1474;30.59447891;-69.57695869
A16;2417;44.05494228;-73.26598396
A16;1905;40.63605742;-79.14103066
A16;2551;41.49249007;-52.4941817
A16;2432;48.46597741;60.48427963
A16;1700;35.57600187;67.53191643
A16;1581;36.32298639;77.37559659
A16;3423;52.09218623;-84.26509197
A16;2177;37.83747503;17.97509695
A16;1685;35.60693402;-15.96095838
A16;2054;40.62923772;-82.83172724
A16;2228;41.79932124;10.32435503
A16;1364;33.02868212;-45.75579634
A16;2619;42.68511265;16.68738328
A16;2676;46.49614225;-87.2975838
A16;1494;34.99657002;1.251262602
A16;2363;40.46524347;-39.58551134
A16;1895;33.8610055;84.16603338
A16;2511;51.53131911;43.20407402
A16;1632;31.81599252;42.344789
A16;1971;38.33119834;38.84662714
A29;2092;48.35596838;80.42488482
A29;1891;40.56834467;-14.05827564
A29;2102;42.07988511;-47.77926466
A29;1454;33.7800642;78.81087359
A29;1601;35.96952788;59.28475946
A29;2428;41.91322149;15.86636276
A29;2288;43.49108674;-4.117617826
A29;1826;41.78041559;-35.30300108
A29;1819;34.40132629;-77.45663383
A29;2218;48.14295513;-24.12357984
A29;1922;39.32678227;30.04616996
A29;2581;48.21858096;-42.82750904
A29;2012;38.68327687;33.04425896
A29;1974;47.71388513;61.02610035
A29;1718;43.69365137;66.46968301
A29;1429;33.61037268;39.21077807
A29;2308;47.40380431;35.72226236
A29;2257;46.2755787;71.35298251
A29;2338;49.87700042;62.59459381
A29;2703;52.91201303;14.5902453
A29;2130;51.67163932;-29.71923941
A29;1432;35.98918988;-11.91010347
A29;1766;39.71048394;-2.623713601
A29;1935;36.97539607;76.94822637
A29;1853;40.79984706;-12.32355077
A29;1994;46.305634;-55.78988609
A29;1425;32.37573166;-38.12218869
A29;2370;47.09822253;-31.1057015
A29;1657;33.85828101;-77.37417775
A29;2194;45.25496675;-37.75378426
A29;3095;54.53155325;63.61104138
A29;1395;28.051612;-68.54041549
A29;2089;47.61718378;-30.33863576
A29;1663;43.23500409;-61.42382064
A29;1624;37.06151122;-49.02191823
A29;1672;37.70180824;-38.11547835
A29;2649;49.80418556;-81.87346517
A29;1641;40.09032864;-35.27782431
A29;1913;45.09152271;-43.7541451
A29;2098;46.37020182;44.21685494
A29;1972;36.20488129;14.03520674
A29;2516;49.54464796;22.39201938
A29;2071;39.83470183;17.82154656
A29;1202;24.96274029;39.35310819
A29;2243;45.08505266;77.11557146
A29;1954;40.01820912;75.3463654
A29;2696;45.47190267;54.90728126
A29;2271;41.93852927;-26.80505106
A29;1998;41.81918619;-8.169269023
A29;1656;41.59494157;-30.14975903
A29;1443;33.50120298;40.00818871
A29;2240;44.28015973;34.35898399
A29;1916;41.95740073;64.43697957
A29;2521;49.68616176;10.47786591
A29;2265;45.53178148;-51.53704492
A29;1852;41.87095748;-76.36844078
A29;2589;37.5896746;66.95199515
A29;1928;39.98159753;-65.32446983
A29;2266;51.69864489;-72.62478494
A29;1863;40.13567599;60.27912765
A29;2975;50.29019454;6.816563364
A29;3581;61.49589114;-32.99736031
A29;1681;33.35174627;-5.714053303
A29;1683;41.34069572;-54.00437071
A29;1637;39.16256091;-44.7239003
A29;2074;44.40332889;54.7866604
A29;1460;33.51923956;80.88412496
A29;1831;41.5349574;-2.091262672
A29;2091;45.31221714;72.19201945
A29;1983;42.82870524;53.22079887
A29;1676;40.37331922;65.67487821
A29;2110;39.23994847;-25.43677288
A29;2122;40.65302098;-9.394531045
A29;1856;41.0816956;30.13174856
A29;2586;43.5026153;-1.288703678
A29;1593;40.08465522;-25.52344133
A29;1881;40.32405843;-6.833062712
A29;3219;54.19108933;-89.44988873
A29;1585;36.91861439;-76.43355757
A29;1468;38.57571103;62.74581087
A29;2455;39.62268024;-77.325389
A29;1866;39.16986922;40.82164527
A29;2074;47.43505582;66.93629387
A29;1617;36.53889945;-80.74792303
A29;2021;38.84463314;-86.64435371
A29;1616;34.87693652;51.03209013
A29;1518;36.59037873;81.36214652
A29;1375;34.79435595;72.15883719
A29;2079;41.90273906;-68.23587682
A29;1647;38.39956096;56.57693447
A29;2281;46.1659862;4.904440876
A29;1902;37.69485548;-81.35704573
A29;2135;41.36925799;-25.31766141
A29;1854;41.08498841;7.995443782
A29;2788;49.21244934;-65.7279255
A29;1909;37.64939429;-66.96917872
A29;2911;59.09873511;13.22174701
A29;1465;30.89870104;-57.39873307
A29;1460;29.66915493;6.203943912
A29;2139;38.92023788;70.88830346
A29;1661;36.36248619;14.36344004
A29;1928;41.60685033;-9.963110771
A29;1959;38.17509178;0.043091946
A29;1930;44.26762816;-70.13194193
A29;1683;42.47273147;-70.37362443
A29;2120;44.18368653;-24.57792836
A29;1951;41.28069738;46.80525732
A29;1607;37.24271907;84.57579945
A29;1784;42.49727486;45.47214537
A29;2055;42.23974492;-51.63281124
A29;1740;35.27046158;-84.13414993
A29;1977;37.05766024;-76.86177434
A29;1591;36.37693363;4.048594788
A29;2304;46.03113539;-84.44014522
A29;2660;51.49014188;28.97349399
A29;2752;67.5013906;11.42365072
A29;1571;34.59838858;-31.76589197
A29;1868;45.19477353;-32.30007596
A29;2319;39.13162113;8.157982499
A29;1613;36.47035751;46.71314304
A29;1578;37.65103422;-83.67628999
A29;2076;47.79736183;24.21035455
A29;1720;44.92040669;-26.887459
A29;1802;40.70091407;46.98867809
A29;2130;43.7467242;82.76315176
A29;1474;34.30694266;-36.53622841
A29;2522;45.5851588;-88.10069207
A29;2060;41.08003083;-66.26242572
A29;1914;44.83860891;-2.560170077
A29;2334;42.43785113;-38.30413841
A29;2111;43.21017315;-16.7923564
A29;1928;36.59403422;43.83200619
A29;1840;39.48400712;-71.67577178
A29;1005;21.53660849;-66.5772849
A29;1746;37.07620251;-14.59784074
A29;2193;47.22159521;12.81324425
A29;2910;57.90903139;-42.07267668
A29;2624;47.93049858;50.68214015
A29;2427;51.83828731;35.96677953
A29;2092;47.43784205;-54.45519019
A29;2016;42.40659102;-82.68355338
A29;1669;40.57343322;-49.83059328
A29;2270;42.67134197;26.47999516
A29;2356;42.64815472;49.05199852
A29;1795;44.09400799;49.57418686
A29;2135;41.64939622;-50.29877609
A29;2185;46.21214398;-77.7648471
A29;2052;43.34876593;-54.64358194
A29;2315;44.99856559;82.90779285
A29;1903;39.82040061;-86.64707701
A29;2180;42.2169284;-83.75522945
A29;1921;39.2196338;10.35578558
A29;1512;31.54731759;2.655490172
A29;1972;45.42560836;-57.15496354
A29;2291;43.28131891;-25.62467944
A29;1885;43.84701386;-9.411290232
A29;1516;34.43681008;-66.02581567
A29;2023;44.03440835;-51.29925802
A29;2528;46.07207271;47.51578676
A29;1901;43.23301723;39.66521167
A29;2734;53.40222532;-60.55093336
A29;2595;46.29305275;-70.55716345
A29;1734;37.94177093;86.42169653
A29;1712;30.84318735;-36.91996793
A29;1296;34.25072224;63.80915297
A29;1702;44.71717006;46.40013607
A29;2496;45.72432751;22.29059525
A29;1931;41.53425156;86.55574516
A29;1781;36.15806894;-76.03555536
A29;2693;56.15188451;-14.86465286
A29;2230;41.8455408;25.25211622
A29;1432;40.10759622;63.93596659
A29;2529;50.90165834;33.35474496
A29;1992;36.79022482;68.58219118
A29;2323;44.63772981;0.308644147
A29;2818;55.87433401;50.15041726
A29;2390;47.30782756;-12.8817209
A29;1662;40.11156009;32.21466419
A29;1672;41.47822446;46.05932472
A29;2037;40.21270712;-47.80032967
A29;3259;53.1839554;-76.34056844
A29;1908;38.52044308;-65.54415433
A29;2016;42.71835374;12.73137234
A29;2197;46.10921949;-57.03424338
A29;1757;38.77595883;46.78913515
A29;1676;34.41316839;-62.93557266
A29;2146;43.83900296;-47.45970102
A29;2068;43.41976793;-34.79815744
A29;1845;37.45625098;77.26305941
A29;2527;46.15509453;-68.49060673
A29;2238;42.88364658;49.59501815
A29;1897;44.92692234;-1.689743117
A29;1601;40.74912714;56.22472421
A29;1598;38.22476398;-10.40510879
A29;1893;41.82631339;85.39929697
A29;2103;46.37484926;69.55221952
A29;1982;42.5202466;-7.298246622
A29;1832;40.25711018;9.880733955
A29;1349;37.10558933;-79.47397752
A29;2075;39.29517704;47.15990194
A29;2594;51.78638122;73.37680673
A29;2306;44.89689645;-4.287906564
A29;1728;39.06658389;-27.66676448
A29;1776;40.44890721;15.91594897
A29;1928;40.53227219;85.89949135
A29;2146;43.78128221;-33.01671757
A29;2516;41.42872336;49.99017277
A29;1947;42.09693308;-67.00708266
A29;3315;54.16361119;-80.85900881
A29;1155;34.48233805;-60.11026666
A29;1934;37.30235956;-55.84077964
A29;2656;53.97653187;-2.307191432
A29;2200;40.9119525;-45.25456668
A29;1988;48.41967309;-52.4594503
A29;1573;30.26394823;-6.253611406
A29;2286;43.88058299;-89.89501553
A29;1877;40.96230616;61.46990469
A29;1489;34.8683272;-79.28502929
A29;2020;44.15534811;36.2592634
A29;1595;38.42311539;-28.92669592
A29;2083;41.74324841;87.02049634
A29;1778;34.63193118;-65.95918896
A29;2296;43.21748692;25.35885847
A29;2839;46.31231893;80.92201864
A29;2762;51.40007526;9.137058725
A29;1279;32.46418551;31.73665987
A29;2414;47.97713865;60.96397528
A29;1994;42.04010506;65.09469329
A29;1382;32.62544739;38.44453009
A29;1700;34.30288988;-34.55825326
A29;2013;39.29849469;36.80437888
A29;1766;38.59662261;-77.59907716
A29;2458;49.90933304;71.07345041
A29;2645;46.91754843;30.73157734
A29;921;26.48782631;74.71335743
A29;1660;36.33817019;-24.5758219
A29;2191;45.33843126;87.45659753
A29;1994;40.9434967;45.69958644
A29;1692;32.94903337;-67.26299816
A29;1835;41.89023266;8.3413578
A29;2066;41.72885549;51.50740891
A29;1704;42.57303277;85.34714824
A29;1685;38.85095293;48.38807269
A29;1274;31.11019767;-51.10694362
A29;1815;38.13924227;68.95237843
A29;1010;30.91661916;0.927784482
A29;1153;33.90750082;-23.11169863
A29;1706;38.81595508;6.682745989
A29;1783;34.2555596;-19.92230233
A29;2384;48.70999669;-3.438572493
A29;2208;39.91672928;48.59706257
A29;1981;41.403876;24.44633336
A29;2519;45.84026084;-29.20827045
A29;1574;39.32656015;78.92118077
A29;1872;43.93374962;-11.6659661
A29;2403;49.10084508;-67.69460382
A29;1434;38.37001248;-86.83316102
A29;2038;36.79179436;-58.94973973
A29;1865;40.27278251;-4.224341267
A29;2688;46.67606112;-76.49640809
A29;2361;43.66806121;77.10808875
A29;1792;37.60023065;31.43578618
A29;1303;33.62116479;41.23849878
A29;1481;33.27601546;-41.63439021
A29;1789;36.84335514;68.94748371
A29;2083;42.42393355;-45.77963564
A29;1868;40.96269274;71.62728102
A29;1297;32.01503242;-34.96682888
A29;1315;36.84223086;-39.80803918
A29;1683;34.18551844;-19.85535814
A29;2071;33.99830448;-19.92819835
A29;1968;45.04153691;63.49548645
A29;2136;38.74191954;68.04222533
A29;1397;39.69688288;46.45541534
A29;1653;40.31313299;-82.82869032
A29;2170;40.73835673;68.51352884
A29;2235;40.35738267;85.80187619
A29;1750;37.07079613;-38.88145473
A29;2129;39.76308318;36.37157171
A29;1898;43.04025612;52.77678294
A29;1939;41.05238812;69.67373156
A29;1837;37.65378266;-23.21615649
A29;2990;56.38049693;45.08889446
A29;1977;41.9082718;-20.76478613
A29;1473;36.97547804;-72.24246335
A29;1866;39.63661379;23.66565481
A29;1978;40.54609363;68.51054486
A29;2620;47.9436511;69.31130509
A29;1353;32.85851432;-23.52326039
A29;2274;43.88026536;77.48460005
A29;2479;48.7081818;40.0973581
A29;1706;34.40587835;59.02983006
A29;1719;39.79417208;-56.71896184
A29;2326;43.99695292;27.16465714
A29;3219;55.63620765;-18.97362689
A29;1576;45.16358192;62.04261779
A29;1904;43.08788898;-83.46298613
A29;1759;39.68903062;63.58681584
A29;1990;36.18296914;21.11381908
A29;2305;42.31691049;-24.74659152
A29;2413;48.80513889;40.78368777
A29;1838;45.25322754;0.298140611
A29;1638;39.05333983;45.88904454
A29;1646;41.96858802;47.49215042
A29;2337;44.04936686;41.56571343
A29;1741;41.67846817;12.94049091
A29;2264;38.81662908;86.88294135
A29;2458;46.83209319;-49.22141005
A29;2261;45.61704982;-88.59647169
A29;1818;42.82070408;-53.97858966
A29;2078;48.2423298;-38.3828511
A29;1481;38.96431215;-77.07689448
A29;2289;42.84566857;-85.25868223
A29;1128;30.23382399;56.4205658
A29;2459;46.05539724;18.65621776
A29;2215;43.58701044;26.3604044
A29;1464;35.19841503;82.36884844
A29;1913;36.78673737;51.93196614
A29;2334;38.17133017;30.12766708
A29;2215;44.85882203;11.79112187
A29;1709;33.56374136;16.92173695
A29;1677;43.49675552;-81.93154171
A29;2126;42.6069668;-53.96441337
A29;1782;36.72943605;-27.76711639
A29;1941;40.48231995;-16.29610759
A29;1954;46.38982949;2.772341135
A29;1680;30.96814776;27.34107405
A29;1655;41.18978257;32.6185119
A29;1792;40.28821726;53.39422399
A29;2142;36.30639263;21.41743999
A29;2665;48.081607;5.865602703
A29;2033;46.23653766;12.26928135
A29;2690;44.41655339;1.508968108
A29;2474;49.96455945;-8.644649976
A29;2084;39.32416167;-9.491511306
A29;1446;34.79081567;-85.93140379
A29;2224;40.26401453;-58.02909983
A29;1799;38.31647706;-31.17790037
A29;1765;33.02513363;-57.00716419
A29;1694;35.97188094;10.58809226
A29;2173;46.01472491;-38.76493626
A29;1558;32.76297331;-74.37983713
A29;1973;39.5347461;-64.1116968
A29;2018;37.39755266;69.83481371
A29;1358;38.14636656;-48.97788843
A29;1366;39.9934283;-38.21150307
A29;1149;28.36611204;53.68903453
A29;1777;41.26919213;8.280377428
A29;1813;40.51048418;45.73729003
A29;2442;46.23545306;48.15130267
A29;2067;47.79263161;38.22026172
A29;1743;43.64920969;45.3828815
A29;1603;40.123257;-35.30028355
A29;916;28.72445926;-73.47939567
A35;1449;32.42784319;30.06657153
A35;2418;45.18838951;-2.251760338
A35;1809;39.33908283;-66.44592668
A35;1452;37.68217358;-84.49291173
A35;1613;38.78175447;-38.42385697
A35;1997;31.2996903;54.82315494
A35;2751;48.74301841;-11.14156808
A35;1642;34.57339824;-81.52114661
A35;2352;48.06553863;85.15545265
A35;1709;41.1576815;-37.85714213
A35;2773;40.99128204;38.14011068
A35;1639;37.8048877;85.95360996
A35;2363;44.0559728;51.27675529
A35;1825;43.10204314;68.137157
A35;2259;40.20279281;2.243716834
A35;1980;36.00438442;89.42894435
A35;1869;42.3361843;29.99410102
A35;1920;44.25068125;0.649248269
A35;1695;44.08368182;34.89827789
A35;1559;36.83496467;-50.39447917
A35;1821;33.2719664;63.48582596
A35;1619;38.39827998;-85.44268496
A35;1846;39.06961177;-39.97118637
A35;1717;36.49060285;64.64093948
A35;3503;54.6724351;87.10685004
A35;2170;35.58455765;56.83581637
A35;2047;41.2780888;28.20958606
A35;1493;34.92793407;72.72772389
A35;2229;44.7979189;61.54364451
A35;1981;34.11425541;86.8472947
A35;2232;39.60199874;84.94542109
A35;1542;36.21677902;2.283532708
A35;1852;42.29269053;70.56681319
A35;1610;43.24442445;-73.45605144
A35;1808;39.17044939;24.91064841
A35;1522;37.1212105;54.7548468
A35;2045;39.62090939;-63.13531916
A35;2068;38.99876745;78.36273641
A35;1604;33.98592857;-6.880329564
A35;1655;35.34824232;15.38372033
A35;2308;51.87559544;62.37621079
A35;1972;36.14897178;-48.19168515
A35;1528;33.16625407;-81.50468091
A35;1528;36.57338235;14.81216872
A35;2029;41.82416155;38.05344803
A35;2181;34.7305601;69.48108433
A35;1493;32.91184473;20.86219801
A35;2061;44.25707354;-72.66947131
A35;1808;38.58651355;57.8571259
A35;1690;39.24468901;-14.35272865
A35;1624;42.09018523;-45.81088602
A35;2154;51.38084629;1.085959177
A35;2034;42.54387675;27.66684689
A35;2041;39.46763953;81.84488255
A35;1980;42.54781169;33.26506956
A35;1923;41.73786248;-78.74319403
A35;1599;38.45824096;70.63189361
A35;1682;41.33261258;27.18962801
A35;2618;48.78158606;34.06086899
A35;1989;42.97849176;32.80529305
A35;1846;42.65757494;-61.63345748
A35;2278;48.1676927;-32.09925566
A35;4114;61.48616382;-62.05398939
A35;1601;32.09201726;45.66363338
A35;2099;42.8310321;-24.67246364
A35;1803;38.63754681;3.07304904
A35;1767;37.88088764;75.86680235
A35;2349;48.84197355;51.99766572
A35;2998;47.74399471;85.04093064
A35;1896;43.11881012;-27.82300177
A35;1846;34.69247758;88.5627287
A35;2541;47.81591937;-8.474849365
A35;2093;38.29924597;-86.17539446
A35;1828;35.88915792;-70.33302256
A35;2198;43.79602199;34.26035249
A35;1649;37.83348279;61.43742138
A35;1796;40.99332332;46.80833409
A35;2392;47.11194016;11.1247808
A35;1703;39.5660009;35.10767936
A35;1670;37.4309839;7.081920708
A35;2309;41.09523323;44.36870129
A35;1663;37.34060661;-80.48491635
A35;1888;37.21047637;-44.11244559
A35;2116;40.45030032;-32.56465145
A35;2010;38.84245506;-78.03442072
A35;2090;39.48759933;-88.37386171
A35;2072;39.10326295;6.025452655
A35;1926;38.17980938;-34.53312217
A35;1802;41.53902151;-26.91058996
A35;1577;34.0553198;73.57241697
A35;1812;40.96091257;-88.49842491
A35;1991;41.1206352;51.79808326
A35;2351;46.60815819;50.49944937
A35;2804;40.277097;-89.48466189
A35;2146;45.29233577;55.82047668
A35;1593;35.72269054;-31.13463523
A35;2573;56.88066729;-25.26746519
A35;1893;42.59949174;53.30012274
A35;1795;38.62558064;-48.40675377
A35;2721;44.51512205;77.29933663
A35;1780;39.49832129;64.56854283
A35;2311;47.67748127;42.04664132
A35;1641;36.37575156;-50.45469258
A35;1867;41.81811401;20.47731432
A35;2020;42.52904592;37.57786357
A35;1895;45.10920614;-52.32166656
A35;1828;37.13477714;-41.59422708
A35;1888;33.10402201;45.4092556
A35;1616;34.96545364;10.99534722
A35;1461;34.26759848;79.69126657
A35;1522;36.61136411;-76.24572234
A35;1951;41.47682361;-82.8219949
A35;1525;37.93076032;-6.879276004
A35;2460;46.97589963;-57.01523473
A35;2183;44.50212726;-15.8058113
A35;2139;41.0718647;43.51123755
A35;2366;43.9536011;-12.24308474
A35;1842;39.16256919;66.98487179
A35;2198;46.73724022;-20.11294045
A35;1802;40.99486052;-63.19290036
A35;2123;41.13605724;-77.61567076
A35;1667;35.76433882;-52.26587254
A35;2247;42.00547504;-21.11165105
A35;2079;47.244831;-55.50138818
A35;1621;37.22676231;82.85562924
A35;2177;44.54943074;-82.71524362
A35;1543;35.5138879;-1.469439201
A35;1515;39.82523958;-3.031061639
A35;1439;32.60217701;56.32012994
A35;1657;35.561487;-87.73286566
A35;1683;39.9395381;-78.89608844
A35;2349;52.36574502;81.50247509
A35;1655;35.2179186;8.679187397
A35;2770;57.98519672;60.92957962
A35;1725;38.56113938;89.48221622
A35;1780;40.58801776;32.56023277
A35;2051;42.96821574;-58.81139176
A35;2421;39.94246819;-88.66771034
A35;1811;40.82330753;-14.16571945
A35;2093;41.28519188;-39.84337292
A35;2331;43.57565455;-85.67876728
A35;2579;45.55037882;65.81606583
A35;1781;35.79579707;-46.0001561
A35;1510;33.92806972;84.04495977
A35;1767;41.2330692;-60.6654359
A35;2278;40.42966152;10.09100553
A35;1359;32.21012632;-4.889902152
A35;2036;38.54058029;-65.83236532
A35;2371;39.07905906;71.89375488
A35;1994;42.47660116;79.08425629
A35;1863;38.95491377;-71.20746025
A35;2245;47.78624907;1.549165805
A35;2043;40.60848353;89.65593711
A35;1465;39.98715205;-62.57577799
A35;1977;32.15652842;73.31627706
A35;1625;40.06746019;-51.28107749
A35;3235;55.73308498;59.16510818
A35;1708;37.47145004;86.03495112
A35;1848;35.14419685;52.32025129
A35;2097;42.88064941;84.3684595
A35;2011;38.71045951;-21.24121695
A35;1760;41.73067756;31.78664215
A35;2221;42.39375381;53.68834761
A35;2008;42.62068414;-41.31972836
A35;2132;38.4999299;13.10894971
A35;1769;37.44910143;-60.86998992
A35;1645;35.06439032;-11.15259022
A35;1981;41.85557104;75.83137262
A35;2049;41.09689343;59.5184083
A35;1895;42.4072528;70.98713287
A35;1880;40.74285333;47.25599386
A35;1882;37.82281606;65.39690517
A35;1750;32.22291957;-48.28270645
A35;1771;39.38952316;3.645164806
A35;1770;35.55636978;62.59347379
A35;1674;37.72252342;-70.58785628
A35;2230;43.95683821;-9.015144963
A35;1437;33.76777922;-37.12349287
A35;1628;34.11719257;33.79744174
A35;1820;35.33337899;-50.93005355
A35;1755;39.83512275;11.31854127
A35;2066;40.8040594;6.650773308
A35;1941;37.08081665;35.57769442
A35;1640;38.12839799;86.79035998
A35;1514;35.52257098;-35.94759757
A35;1972;43.00998404;74.92188843
A35;1922;32.42406905;-35.56135532
A35;2178;41.23594708;-63.67452754
A35;2567;49.44505705;18.98762555
A35;1409;36.72879877;20.64998365
A35;1705;40.16768345;23.40254353
A35;1870;38.36213424;44.63900332
A35;1315;37.29552624;-50.06432494
A35;2660;48.54811882;-65.87658147
A35;2295;46.67174756;-77.78678756
A35;1410;34.78325409;-79.51118723
A35;1295;31.44940404;55.57964384
A35;1289;34.55542856;-19.11139434
A35;1455;32.88724564;-12.36756746
A35;1880;44.13054831;88.11129887
A35;1867;33.94780792;55.51227843
A35;1996;41.08454845;-27.4781138
A35;1642;32.70395415;6.358396729
A35;2020;37.97604045;-55.5888195
A35;1587;40.38041411;-86.55165505
A35;2017;42.261788;13.45308271
A35;1817;41.34849587;80.09225063
A35;2156;47.60441625;-45.81021117
A35;1662;36.32320588;73.02332425
A35;2295;42.70223904;-19.90931429
A35;1781;40.10106701;11.29411266
A35;1305;35.19157397;71.6337377
A35;1642;37.55995198;-14.17757139
A35;2209;43.3534461;46.36518464
A35;1525;33.94977036;37.14201596
A35;2025;42.72769222;39.20134247
A35;2327;42.83150409;-64.05599671
A35;1961;39.8872247;4.423934676
A35;1847;41.13725622;-65.11562845
A35;2398;48.36846916;-80.67326003
A35;1939;43.70781199;87.42365842
A35;1466;34.89894036;-73.4829102
A35;1881;36.95362931;25.81697951
A35;2164;46.62303072;-14.08392095
A35;1791;37.93721575;-6.422344285
A35;1487;36.37005334;-12.94151071
A35;2035;43.86646437;-2.385222019
A35;1962;37.08564229;8.770965147
A35;1808;39.89114387;-24.96668506
A35;3119;53.60805393;-37.92276634
A35;2182;36.7341463;45.78610428
A35;1851;39.61918285;-27.08408559
A35;3007;51.77021102;-67.41320334
A35;1323;33.03784034;38.05780938
A35;2460;46.53466948;85.05578881
A35;1682;40.17562669;-61.19424121
A35;1399;32.60197634;-60.10177547
A35;1708;39.26991211;-55.01326625
A35;1501;38.60264729;14.2014344
A35;1735;43.19490907;69.5693901
A35;3554;51.03615006;7.677696952
A35;1552;33.27865233;-19.01710415
A35;1611;37.27856157;-61.15178045
A35;2152;41.89928074;-2.931092243
A35;1735;41.05547166;7.277120952
A35;1619;36.2670915;-21.84864576
A35;2359;44.1791916;69.99077206
A35;1746;35.85549252;55.24618632
A35;1654;34.79505725;-51.00313362
A35;2027;42.45620603;-0.334868709
A35;2088;42.24765608;-88.0432556
A35;1581;35.07309523;-72.21959767
A35;1826;39.28613244;-73.14562889
A35;2115;44.6118127;-16.05051204
A35;1911;37.82092314;32.5157181
A35;1733;39.01496574;-64.15993032
A35;1511;41.32038331;2.01882512
A35;1738;39.26144605;58.9957639
